Zonas de movilidad,Tipo de dato,Periodo,Total
Ceuta,Porcentaje de población que sale del área,2021-05-23,7.34
Ceuta,Porcentaje de población que sale del área,2021-05-19,12.92
Ceuta,Porcentaje de población que sale del área,2021-05-16,9.54
Ceuta,Porcentaje de población que sale del área,2021-12-05,12.7
Ceuta,Porcentaje de población que sale del área,2021-09-05,8.04
Ceuta,Porcentaje de población que sale del área,2021-05-05,14.07
Ceuta,Porcentaje de población que sale del área,2021-02-05,7.31
Ceuta,Porcentaje de población que sale del área,2021-04-28,15.35
Ceuta,Porcentaje de población que sale del área,2021-04-25,5.5
Ceuta,Porcentaje de población que sale del área,2021-04-21,15.39
Ceuta,Porcentaje de población que sale del área,2021-04-18,10.07
Ceuta,Porcentaje de población que sale del área,2021-04-14,16.09
Ceuta,Porcentaje de población que sale del área,2021-11-04,10.36
Ceuta,Porcentaje de población que sale del área,2021-07-04,15.22
Ceuta,Porcentaje de población que sale del área,2021-04-04,10.1
Ceuta,Porcentaje de población que sale del área,2021-03-31,14.54
Ceuta,Porcentaje de población que sale del área,2021-03-28,8.89
Ceuta,Porcentaje de población que sale del área,2021-03-24,15.85
Ceuta,Porcentaje de población que sale del área,2021-03-21,9.85
Ceuta,Porcentaje de población que sale del área,2021-03-17,16.2
Ceuta,Porcentaje de población que sale del área,2021-03-14,11.0
Ceuta,Porcentaje de población que sale del área,2021-10-03,15.17
Ceuta,Porcentaje de población que sale del área,2021-07-03,8.67
Ceuta,Porcentaje de población que sale del área,2021-03-03,14.98
Ceuta,Porcentaje de población que sale del área,2021-02-28,8.04
Ceuta,Porcentaje de población que sale del área,2021-02-24,14.45
Ceuta,Porcentaje de población que sale del área,2021-02-21,7.9
Ceuta,Porcentaje de población que sale del área,2021-02-17,14.58
Ceuta,Porcentaje de población que sale del área,2021-02-14,9.06
Ceuta,Porcentaje de población que sale del área,2021-10-02,13.95
Ceuta,Porcentaje de población que sale del área,2021-07-02,8.05
Ceuta,Porcentaje de población que sale del área,2021-03-02,14.61
Ceuta,Porcentaje de población que sale del área,2021-01-31,8.33
Ceuta,Porcentaje de población que sale del área,2021-01-27,14.81
Ceuta,Porcentaje de población que sale del área,2021-01-24,8.23
Ceuta,Porcentaje de población que sale del área,2021-01-20,14.66
Ceuta,Porcentaje de población que sale del área,2021-01-17,8.66
Ceuta,Porcentaje de población que sale del área,2021-01-13,14.11
Ceuta,Porcentaje de población que sale del área,2021-10-01,7.79
Ceuta,Porcentaje de población que sale del área,2021-06-01,8.82
Ceuta,Porcentaje de población que sale del área,2021-03-01,8.54
Ceuta,Porcentaje de población que sale del área,2020-12-30,15.5
Ceuta,Porcentaje de población que sale del área,2020-12-27,11.14
Ceuta,Porcentaje de población que sale del área,2020-12-23,16.32
Ceuta,Porcentaje de población que sale del área,2020-12-20,11.67
Ceuta,Porcentaje de población que sale del área,2020-12-16,16.74
Ceuta,Porcentaje de población que sale del área,2020-12-13,11.4
Ceuta,Porcentaje de población que sale del área,2020-09-12,15.52
Ceuta,Porcentaje de población que sale del área,2020-06-12,10.51
Ceuta,Porcentaje de población que sale del área,2020-02-12,16.97
Ceuta,Porcentaje de población que sale del área,2020-11-29,11.14
Ceuta,Porcentaje de población que sale del área,2020-11-25,18.34
Ceuta,Porcentaje de población que sale del área,2020-11-22,11.51
Ceuta,Porcentaje de población que sale del área,2020-11-18,16.64
Ceuta,Porcentaje de población que sale del área,2020-11-15,11.38
Ceuta,Porcentaje de población que sale del área,2020-11-11,16.38
Ceuta,Porcentaje de población que sale del área,2020-08-11,11.6
Ceuta,Porcentaje de población que sale del área,2020-04-11,16.71
Ceuta,Porcentaje de población que sale del área,2020-01-11,11.18
Ceuta,Porcentaje de población que sale del área,2020-10-28,17.11
Ceuta,Porcentaje de población que sale del área,2020-10-25,12.37
Ceuta,Porcentaje de población que sale del área,2020-10-21,16.94
Ceuta,Porcentaje de población que sale del área,2020-10-18,11.91
Ceuta,Porcentaje de población que sale del área,2020-10-14,17.44
Ceuta,Porcentaje de población que sale del área,2020-11-10,11.93
Ceuta,Porcentaje de población que sale del área,2020-07-10,18.02
Ceuta,Porcentaje de población que sale del área,2020-04-10,12.27
Ceuta,Porcentaje de población que sale del área,2020-09-30,17.86
Ceuta,Porcentaje de población que sale del área,2020-09-27,12.2
Ceuta,Porcentaje de población que sale del área,2020-09-23,17.28
Ceuta,Porcentaje de población que sale del área,2020-09-20,12.04
Ceuta,Porcentaje de población que sale del área,2020-09-16,17.37
Ceuta,Porcentaje de población que sale del área,2020-09-13,11.69
Ceuta,Porcentaje de población que sale del área,2020-09-09,17.31
Ceuta,Porcentaje de población que sale del área,2020-06-09,12.3
Ceuta,Porcentaje de población que sale del área,2020-02-09,14.43
Ceuta,Porcentaje de población que sale del área,2020-08-30,12.95
Ceuta,Porcentaje de población que sale del área,2020-08-26,16.92
Ceuta,Porcentaje de población que sale del área,2020-08-23,13.27
Ceuta,Porcentaje de población que sale del área,2020-08-19,16.6
Ceuta,Porcentaje de población que sale del área,2020-08-16,12.61
Ceuta,Porcentaje de población que sale del área,2020-12-08,16.69
Ceuta,Porcentaje de población que sale del área,2020-09-08,13.33
Ceuta,Porcentaje de población que sale del área,2020-05-08,14.66
Ceuta,Porcentaje de población que sale del área,2020-02-08,14.28
Ceuta,Porcentaje de población que sale del área,2020-07-29,17.79
Ceuta,Porcentaje de población que sale del área,2020-07-26,13.41
Ceuta,Porcentaje de población que sale del área,2020-07-22,17.7
Ceuta,Porcentaje de población que sale del área,2020-07-19,13.53
Ceuta,Porcentaje de población que sale del área,2020-07-15,17.85
Ceuta,Porcentaje de población que sale del área,2020-12-07,12.0
Ceuta,Porcentaje de población que sale del área,2020-08-07,18.1
Ceuta,Porcentaje de población que sale del área,2020-05-07,13.23
Ceuta,Porcentaje de población que sale del área,2020-01-07,16.3
Ceuta,Porcentaje de población que sale del área,2020-06-28,13.59
Ceuta,Porcentaje de población que sale del área,2020-06-24,17.06
Ceuta,Porcentaje de población que sale del área,2020-06-20,13.99
Ceuta,Porcentaje de población que sale del área,2020-06-19,15.32
Ceuta,Porcentaje de población que sale del área,2020-06-18,14.83
Ceuta,Porcentaje de población que sale del área,2020-06-17,14.82
Ceuta,Porcentaje de población que sale del área,2020-06-16,13.69
Ceuta,Porcentaje de población que sale del área,2020-06-15,12.78
Ceuta,Porcentaje de población que sale del área,2020-06-14,9.94
Ceuta,Porcentaje de población que sale del área,2020-06-13,11.33
Ceuta,Porcentaje de población que sale del área,2020-12-06,11.26
Ceuta,Porcentaje de población que sale del área,2020-11-06,11.78
Ceuta,Porcentaje de población que sale del área,2020-10-06,16.0
Ceuta,Porcentaje de población que sale del área,2020-09-06,14.43
Ceuta,Porcentaje de población que sale del área,2020-08-06,13.77
Ceuta,Porcentaje de población que sale del área,2020-07-06,10.03
Ceuta,Porcentaje de población que sale del área,2020-06-06,13.4
Ceuta,Porcentaje de población que sale del área,2020-05-06,15.09
Ceuta,Porcentaje de población que sale del área,2020-04-06,15.04
Ceuta,Porcentaje de población que sale del área,2020-03-06,15.73
Ceuta,Porcentaje de población que sale del área,2020-02-06,14.92
Ceuta,Porcentaje de población que sale del área,2020-01-06,13.84
Ceuta,Porcentaje de población que sale del área,2020-05-31,10.08
Ceuta,Porcentaje de población que sale del área,2020-05-30,12.29
Ceuta,Porcentaje de población que sale del área,2020-05-29,14.34
Ceuta,Porcentaje de población que sale del área,2020-05-28,14.31
Ceuta,Porcentaje de población que sale del área,2020-05-27,14.92
Ceuta,Porcentaje de población que sale del área,2020-05-26,15.72
Ceuta,Porcentaje de población que sale del área,2020-05-25,15.0
Ceuta,Porcentaje de población que sale del área,2020-05-24,12.16
Ceuta,Porcentaje de población que sale del área,2020-05-23,12.26
Ceuta,Porcentaje de población que sale del área,2020-05-22,14.15
Ceuta,Porcentaje de población que sale del área,2020-05-21,15.36
Ceuta,Porcentaje de población que sale del área,2020-05-20,13.93
Ceuta,Porcentaje de población que sale del área,2020-05-19,14.06
Ceuta,Porcentaje de población que sale del área,2020-05-18,13.1
Ceuta,Porcentaje de población que sale del área,2020-05-17,8.88
Ceuta,Porcentaje de población que sale del área,2020-05-16,10.7
Ceuta,Porcentaje de población que sale del área,2020-05-15,12.62
Ceuta,Porcentaje de población que sale del área,2020-05-14,12.57
Ceuta,Porcentaje de población que sale del área,2020-05-13,13.45
Ceuta,Porcentaje de población que sale del área,2020-12-05,12.78
Ceuta,Porcentaje de población que sale del área,2020-11-05,12.37
Ceuta,Porcentaje de población que sale del área,2020-10-05,6.88
Ceuta,Porcentaje de población que sale del área,2020-09-05,8.15
Ceuta,Porcentaje de población que sale del área,2020-08-05,11.66
Ceuta,Porcentaje de población que sale del área,2020-07-05,11.3
Ceuta,Porcentaje de población que sale del área,2020-06-05,11.9
Ceuta,Porcentaje de población que sale del área,2020-05-05,11.72
Ceuta,Porcentaje de población que sale del área,2020-04-05,11.63
Ceuta,Porcentaje de población que sale del área,2020-03-05,7.77
Ceuta,Porcentaje de población que sale del área,2020-02-05,8.18
Ceuta,Porcentaje de población que sale del área,2020-01-05,7.34
Ceuta,Porcentaje de población que sale del área,2020-04-30,10.13
Ceuta,Porcentaje de población que sale del área,2020-04-29,10.03
Ceuta,Porcentaje de población que sale del área,2020-04-28,10.07
Ceuta,Porcentaje de población que sale del área,2020-04-27,9.13
Ceuta,Porcentaje de población que sale del área,2020-04-26,5.48
Ceuta,Porcentaje de población que sale del área,2020-04-25,7.1
Ceuta,Porcentaje de población que sale del área,2020-04-24,9.51
Ceuta,Porcentaje de población que sale del área,2020-04-23,9.53
Ceuta,Porcentaje de población que sale del área,2020-04-22,10.28
Ceuta,Porcentaje de población que sale del área,2020-04-21,9.38
Ceuta,Porcentaje de población que sale del área,2020-04-20,8.81
Ceuta,Porcentaje de población que sale del área,2020-04-19,5.51
Ceuta,Porcentaje de población que sale del área,2020-04-18,6.98
Ceuta,Porcentaje de población que sale del área,2020-04-17,9.23
Ceuta,Porcentaje de población que sale del área,2020-04-16,10.16
Ceuta,Porcentaje de población que sale del área,2020-04-15,9.63
Ceuta,Porcentaje de población que sale del área,2020-04-14,9.57
Ceuta,Porcentaje de población que sale del área,2020-04-13,8.62
Ceuta,Porcentaje de población que sale del área,2020-12-04,4.87
Ceuta,Porcentaje de población que sale del área,2020-11-04,6.46
Ceuta,Porcentaje de población que sale del área,2020-10-04,5.32
Ceuta,Porcentaje de población que sale del área,2020-09-04,5.73
Ceuta,Porcentaje de población que sale del área,2020-08-04,8.93
Ceuta,Porcentaje de población que sale del área,2020-07-04,8.97
Ceuta,Porcentaje de población que sale del área,2020-06-04,7.78
Ceuta,Porcentaje de población que sale del área,2020-05-04,4.89
Ceuta,Porcentaje de población que sale del área,2020-04-04,6.88
Ceuta,Porcentaje de población que sale del área,2020-03-04,9.32
Ceuta,Porcentaje de población que sale del área,2020-02-04,8.26
Ceuta,Porcentaje de población que sale del área,2020-01-04,8.45
Ceuta,Porcentaje de población que sale del área,2020-03-31,8.89
Ceuta,Porcentaje de población que sale del área,2020-03-30,9.38
Ceuta,Porcentaje de población que sale del área,2020-03-28,7.88
Ceuta,Porcentaje de población que sale del área,2020-03-26,9.76
Ceuta,Porcentaje de población que sale del área,2020-03-24,9.83
Ceuta,Porcentaje de población que sale del área,2020-03-22,5.75
Ceuta,Porcentaje de población que sale del área,2020-03-20,9.47
Ceuta,Porcentaje de población que sale del área,2020-03-18,9.68
Ceuta,Porcentaje de población que sale del área,2020-03-16,12.32
Ceuta,Porcentaje de población que sale del área,2021-12-15,12.06
Ceuta,Porcentaje de población que sale del área,2021-12-12,8.33
Ceuta,Porcentaje de población que sale del área,2021-08-12,7.42
Ceuta,Porcentaje de población que sale del área,2021-01-12,12.91
Ceuta,Porcentaje de población que sale del área,2021-11-28,6.34
Ceuta,Porcentaje de población que sale del área,2021-11-24,12.24
Ceuta,Porcentaje de población que sale del área,2021-11-21,7.66
Ceuta,Porcentaje de población que sale del área,2021-11-17,12.31
Ceuta,Porcentaje de población que sale del área,2021-11-14,8.42
Ceuta,Porcentaje de población que sale del área,2021-10-11,12.41
Ceuta,Porcentaje de población que sale del área,2021-07-11,8.64
Ceuta,Porcentaje de población que sale del área,2021-03-11,8.13
Ceuta,Porcentaje de población que sale del área,2021-10-31,8.61
Ceuta,Porcentaje de población que sale del área,2021-10-27,12.66
Ceuta,Porcentaje de población que sale del área,2021-10-24,8.55
Ceuta,Porcentaje de población que sale del área,2021-10-20,12.64
Ceuta,Porcentaje de población que sale del área,2021-10-17,8.76
Ceuta,Porcentaje de población que sale del área,2021-10-13,10.94
Ceuta,Porcentaje de población que sale del área,2021-10-10,7.59
Ceuta,Porcentaje de población que sale del área,2021-06-10,12.82
Ceuta,Porcentaje de población que sale del área,2021-03-10,7.9
Ceuta,Porcentaje de población que sale del área,2021-09-29,13.18
Ceuta,Porcentaje de población que sale del área,2021-09-26,8.85
Ceuta,Porcentaje de población que sale del área,2021-09-22,12.74
Ceuta,Porcentaje de población que sale del área,2021-09-19,9.37
Ceuta,Porcentaje de población que sale del área,2021-09-15,13.03
Ceuta,Porcentaje de población que sale del área,2021-12-09,8.96
Ceuta,Porcentaje de población que sale del área,2021-08-09,12.51
Ceuta,Porcentaje de población que sale del área,2021-05-09,9.11
Ceuta,Porcentaje de población que sale del área,2021-01-09,12.92
Ceuta,Porcentaje de población que sale del área,2021-08-29,8.78
Ceuta,Porcentaje de población que sale del área,2021-08-25,10.8
Ceuta,Porcentaje de población que sale del área,2021-08-22,8.35
Ceuta,Porcentaje de población que sale del área,2021-08-18,11.62
Ceuta,Porcentaje de población que sale del área,2021-08-15,9.8
Ceuta,Porcentaje de población que sale del área,2021-11-08,11.61
Ceuta,Porcentaje de población que sale del área,2021-08-08,9.15
Ceuta,Porcentaje de población que sale del área,2021-04-08,11.9
Ceuta,Porcentaje de población que sale del área,2021-01-08,9.44
Ceuta,Porcentaje de población que sale del área,2021-07-28,13.06
Ceuta,Porcentaje de población que sale del área,2021-07-25,10.04
Ceuta,Porcentaje de población que sale del área,2021-07-21,13.59
Ceuta,Porcentaje de población que sale del área,2021-07-18,10.19
Ceuta,Porcentaje de población que sale del área,2021-07-14,12.77
Ceuta,Porcentaje de población que sale del área,2021-11-07,10.04
Ceuta,Porcentaje de población que sale del área,2021-07-07,13.61
Ceuta,Porcentaje de población que sale del área,2021-04-07,9.8
Ceuta,Porcentaje de población que sale del área,2021-06-30,14.47
Ceuta,Porcentaje de población que sale del área,2021-06-27,10.29
Ceuta,Porcentaje de población que sale del área,2021-06-23,8.55
Ceuta,Porcentaje de población que sale del área,2021-06-20,9.36
Ceuta,Porcentaje de población que sale del área,2021-06-16,14.1
Ceuta,Porcentaje de población que sale del área,2021-06-13,10.19
Ceuta,Porcentaje de población que sale del área,2021-09-06,14.09
Ceuta,Porcentaje de población que sale del área,2021-06-06,9.11
Ceuta,Porcentaje de población que sale del área,2021-02-06,13.9
Ceuta,Porcentaje de población que sale del área,2021-05-30,7.86
Ceuta,Porcentaje de población que sale del área,2021-05-26,13.29
Ceuta,Porcentaje de población que sale del área,2021-05-23,7.34
Ceuta,Porcentaje de población que sale del área,2021-05-19,12.92
Ceuta,Porcentaje de población que sale del área,2021-05-16,9.54
Ceuta,Porcentaje de población que sale del área,2021-12-05,12.7
Ceuta,Porcentaje de población que sale del área,2021-09-05,8.04
Ceuta,Porcentaje de población que sale del área,2021-05-05,14.07
Ceuta,Porcentaje de población que sale del área,2021-02-05,7.31
Ceuta,Porcentaje de población que sale del área,2021-04-28,15.35
Ceuta,Porcentaje de población que sale del área,2021-04-25,5.5
Ceuta,Porcentaje de población que sale del área,2021-04-21,15.39
Ceuta,Porcentaje de población que sale del área,2021-04-18,10.07
Ceuta,Porcentaje de población que sale del área,2021-04-14,16.09
Ceuta,Porcentaje de población que sale del área,2021-11-04,10.36
Ceuta,Porcentaje de población que sale del área,2021-07-04,15.22
Ceuta,Porcentaje de población que sale del área,2021-04-04,10.1
Ceuta,Porcentaje de población que sale del área,2021-03-31,14.54
Ceuta,Porcentaje de población que sale del área,2021-03-28,8.89
Ceuta,Porcentaje de población que sale del área,2021-03-24,15.85
Ceuta,Porcentaje de población que sale del área,2021-03-21,9.85
Ceuta,Porcentaje de población que sale del área,2021-03-17,16.2
Ceuta,Porcentaje de población que sale del área,2021-03-14,11.0
Ceuta,Porcentaje de población que sale del área,2021-10-03,15.17
Ceuta,Porcentaje de población que sale del área,2021-07-03,8.67
Ceuta,Porcentaje de población que sale del área,2021-03-03,14.98
Ceuta,Porcentaje de población que sale del área,2021-02-28,8.04
Ceuta,Porcentaje de población que sale del área,2021-02-24,14.45
Ceuta,Porcentaje de población que sale del área,2021-02-21,7.9
Ceuta,Porcentaje de población que sale del área,2021-02-17,14.58
Ceuta,Porcentaje de población que sale del área,2021-02-14,9.06
Ceuta,Porcentaje de población que sale del área,2021-10-02,13.95
Ceuta,Porcentaje de población que sale del área,2021-07-02,8.05
Ceuta,Porcentaje de población que sale del área,2021-03-02,14.61
Ceuta,Porcentaje de población que sale del área,2021-01-31,8.33
Ceuta,Porcentaje de población que sale del área,2021-01-27,14.81
Ceuta,Porcentaje de población que sale del área,2021-01-24,8.23
Ceuta,Porcentaje de población que sale del área,2021-01-20,14.66
Ceuta,Porcentaje de población que sale del área,2021-01-17,8.66
Ceuta,Porcentaje de población que sale del área,2021-01-13,14.11
Ceuta,Porcentaje de población que sale del área,2021-10-01,7.79
Ceuta,Porcentaje de población que sale del área,2021-06-01,8.82
Ceuta,Porcentaje de población que sale del área,2021-03-01,8.54
Ceuta,Porcentaje de población que sale del área,2020-12-30,15.5
Ceuta,Porcentaje de población que sale del área,2020-12-27,11.14
Ceuta,Porcentaje de población que sale del área,2020-12-23,16.32
Ceuta,Porcentaje de población que sale del área,2020-12-20,11.67
Ceuta,Porcentaje de población que sale del área,2020-12-16,16.74
Ceuta,Porcentaje de población que sale del área,2020-12-13,11.4
Ceuta,Porcentaje de población que sale del área,2020-09-12,15.52
Ceuta,Porcentaje de población que sale del área,2020-06-12,10.51
Ceuta,Porcentaje de población que sale del área,2020-02-12,16.97
Ceuta,Porcentaje de población que sale del área,2020-11-29,11.14
Ceuta,Porcentaje de población que sale del área,2020-11-25,18.34
Ceuta,Porcentaje de población que sale del área,2020-11-22,11.51
Ceuta,Porcentaje de población que sale del área,2020-11-18,16.64
Ceuta,Porcentaje de población que sale del área,2020-11-15,11.38
Ceuta,Porcentaje de población que sale del área,2020-11-11,16.38
Ceuta,Porcentaje de población que sale del área,2020-08-11,11.6
Ceuta,Porcentaje de población que sale del área,2020-04-11,16.71
Ceuta,Porcentaje de población que sale del área,2020-01-11,11.18
Ceuta,Porcentaje de población que sale del área,2020-10-28,17.11
Ceuta,Porcentaje de población que sale del área,2020-10-25,12.37
Ceuta,Porcentaje de población que sale del área,2020-10-21,16.94
Ceuta,Porcentaje de población que sale del área,2020-10-18,11.91
Ceuta,Porcentaje de población que sale del área,2020-10-14,17.44
Ceuta,Porcentaje de población que sale del área,2020-11-10,11.93
Ceuta,Porcentaje de población que sale del área,2020-07-10,18.02
Ceuta,Porcentaje de población que sale del área,2020-04-10,12.27
Ceuta,Porcentaje de población que sale del área,2020-09-30,17.86
Ceuta,Porcentaje de población que sale del área,2020-09-27,12.2
Ceuta,Porcentaje de población que sale del área,2020-09-23,17.28
Ceuta,Porcentaje de población que sale del área,2020-09-20,12.04
Ceuta,Porcentaje de población que sale del área,2020-09-16,17.37
Ceuta,Porcentaje de población que sale del área,2020-09-13,11.69
Ceuta,Porcentaje de población que sale del área,2020-09-09,17.31
Ceuta,Porcentaje de población que sale del área,2020-06-09,12.3
Ceuta,Porcentaje de población que sale del área,2020-02-09,14.43
Ceuta,Porcentaje de población que sale del área,2020-08-30,12.95
Ceuta,Porcentaje de población que sale del área,2020-08-26,16.92
Ceuta,Porcentaje de población que sale del área,2020-08-23,13.27
Ceuta,Porcentaje de población que sale del área,2020-08-19,16.6
Ceuta,Porcentaje de población que sale del área,2020-08-16,12.61
Ceuta,Porcentaje de población que sale del área,2020-12-08,16.69
Ceuta,Porcentaje de población que sale del área,2020-09-08,13.33
Ceuta,Porcentaje de población que sale del área,2020-05-08,14.66
Ceuta,Porcentaje de población que sale del área,2020-02-08,14.28
Ceuta,Porcentaje de población que sale del área,2020-07-29,17.79
Ceuta,Porcentaje de población que sale del área,2020-07-26,13.41
Ceuta,Porcentaje de población que sale del área,2020-07-22,17.7
Ceuta,Porcentaje de población que sale del área,2020-07-19,13.53
Ceuta,Porcentaje de población que sale del área,2020-07-15,17.85
Ceuta,Porcentaje de población que sale del área,2020-12-07,12.0
Ceuta,Porcentaje de población que sale del área,2020-08-07,18.1
Ceuta,Porcentaje de población que sale del área,2020-05-07,13.23
Ceuta,Porcentaje de población que sale del área,2020-01-07,16.3
Ceuta,Porcentaje de población que sale del área,2020-06-28,13.59
Ceuta,Porcentaje de población que sale del área,2020-06-24,17.06
Ceuta,Porcentaje de población que sale del área,2020-06-20,13.99
Ceuta,Porcentaje de población que sale del área,2020-06-19,15.32
Ceuta,Porcentaje de población que sale del área,2020-06-18,14.83
Ceuta,Porcentaje de población que sale del área,2020-06-17,14.82
Ceuta,Porcentaje de población que sale del área,2020-06-16,13.69
Ceuta,Porcentaje de población que sale del área,2020-06-15,12.78
Ceuta,Porcentaje de población que sale del área,2020-06-14,9.94
Ceuta,Porcentaje de población que sale del área,2020-06-13,11.33
Ceuta,Porcentaje de población que sale del área,2020-12-06,11.26
Ceuta,Porcentaje de población que sale del área,2020-11-06,11.78
Ceuta,Porcentaje de población que sale del área,2020-10-06,16.0
Ceuta,Porcentaje de población que sale del área,2020-09-06,14.43
Ceuta,Porcentaje de población que sale del área,2020-08-06,13.77
Ceuta,Porcentaje de población que sale del área,2020-07-06,10.03
Ceuta,Porcentaje de población que sale del área,2020-06-06,13.4
Ceuta,Porcentaje de población que sale del área,2020-05-06,15.09
Ceuta,Porcentaje de población que sale del área,2020-04-06,15.04
Ceuta,Porcentaje de población que sale del área,2020-03-06,15.73
Ceuta,Porcentaje de población que sale del área,2020-02-06,14.92
Ceuta,Porcentaje de población que sale del área,2020-01-06,13.84
Ceuta,Porcentaje de población que sale del área,2020-05-31,10.08
Ceuta,Porcentaje de población que sale del área,2020-05-30,12.29
Ceuta,Porcentaje de población que sale del área,2020-05-29,14.34
Ceuta,Porcentaje de población que sale del área,2020-05-28,14.31
Ceuta,Porcentaje de población que sale del área,2020-05-27,14.92
Ceuta,Porcentaje de población que sale del área,2020-05-26,15.72
Ceuta,Porcentaje de población que sale del área,2020-05-25,15.0
Ceuta,Porcentaje de población que sale del área,2020-05-24,12.16
Ceuta,Porcentaje de población que sale del área,2020-05-23,12.26
Ceuta,Porcentaje de población que sale del área,2020-05-22,14.15
Ceuta,Porcentaje de población que sale del área,2020-05-21,15.36
Ceuta,Porcentaje de población que sale del área,2020-05-20,13.93
Ceuta,Porcentaje de población que sale del área,2020-05-19,14.06
Ceuta,Porcentaje de población que sale del área,2020-05-18,13.1
Ceuta,Porcentaje de población que sale del área,2020-05-17,8.88
Ceuta,Porcentaje de población que sale del área,2020-05-16,10.7
Ceuta,Porcentaje de población que sale del área,2020-05-15,12.62
Ceuta,Porcentaje de población que sale del área,2020-05-14,12.57
Ceuta,Porcentaje de población que sale del área,2020-05-13,13.45
Ceuta,Porcentaje de población que sale del área,2020-12-05,12.78
Ceuta,Porcentaje de población que sale del área,2020-11-05,12.37
Ceuta,Porcentaje de población que sale del área,2020-10-05,6.88
Ceuta,Porcentaje de población que sale del área,2020-09-05,8.15
Ceuta,Porcentaje de población que sale del área,2020-08-05,11.66
Ceuta,Porcentaje de población que sale del área,2020-07-05,11.3
Ceuta,Porcentaje de población que sale del área,2020-06-05,11.9
Ceuta,Porcentaje de población que sale del área,2020-05-05,11.72
Ceuta,Porcentaje de población que sale del área,2020-04-05,11.63
Ceuta,Porcentaje de población que sale del área,2020-03-05,7.77
Ceuta,Porcentaje de población que sale del área,2020-02-05,8.18
Ceuta,Porcentaje de población que sale del área,2020-01-05,7.34
Ceuta,Porcentaje de población que sale del área,2020-04-30,10.13
Ceuta,Porcentaje de población que sale del área,2020-04-29,10.03
Ceuta,Porcentaje de población que sale del área,2020-04-28,10.07
Ceuta,Porcentaje de población que sale del área,2020-04-27,9.13
Ceuta,Porcentaje de población que sale del área,2020-04-26,5.48
Ceuta,Porcentaje de población que sale del área,2020-04-25,7.1
Ceuta,Porcentaje de población que sale del área,2020-04-24,9.51
Ceuta,Porcentaje de población que sale del área,2020-04-23,9.53
Ceuta,Porcentaje de población que sale del área,2020-04-22,10.28
Ceuta,Porcentaje de población que sale del área,2020-04-21,9.38
Ceuta,Porcentaje de población que sale del área,2020-04-20,8.81
Ceuta,Porcentaje de población que sale del área,2020-04-19,5.51
Ceuta,Porcentaje de población que sale del área,2020-04-18,6.98
Ceuta,Porcentaje de población que sale del área,2020-04-17,9.23
Ceuta,Porcentaje de población que sale del área,2020-04-16,10.16
Ceuta,Porcentaje de población que sale del área,2020-04-15,9.63
Ceuta,Porcentaje de población que sale del área,2020-04-14,9.57
Ceuta,Porcentaje de población que sale del área,2020-04-13,8.62
Ceuta,Porcentaje de población que sale del área,2020-12-04,4.87
Ceuta,Porcentaje de población que sale del área,2020-11-04,6.46
Ceuta,Porcentaje de población que sale del área,2020-10-04,5.32
Ceuta,Porcentaje de población que sale del área,2020-09-04,5.73
Ceuta,Porcentaje de población que sale del área,2020-08-04,8.93
Ceuta,Porcentaje de población que sale del área,2020-07-04,8.97
Ceuta,Porcentaje de población que sale del área,2020-06-04,7.78
Ceuta,Porcentaje de población que sale del área,2020-05-04,4.89
Ceuta,Porcentaje de población que sale del área,2020-04-04,6.88
Ceuta,Porcentaje de población que sale del área,2020-03-04,9.32
Ceuta,Porcentaje de población que sale del área,2020-02-04,8.26
Ceuta,Porcentaje de población que sale del área,2020-01-04,8.45
Ceuta,Porcentaje de población que sale del área,2020-03-31,8.89
Ceuta,Porcentaje de población que sale del área,2020-03-30,9.38
Ceuta,Porcentaje de población que sale del área,2020-03-28,7.88
Ceuta,Porcentaje de población que sale del área,2020-03-26,9.76
Ceuta,Porcentaje de población que sale del área,2020-03-24,9.83
Ceuta,Porcentaje de población que sale del área,2020-03-22,5.75
Ceuta,Porcentaje de población que sale del área,2020-03-20,9.47
Ceuta,Porcentaje de población que sale del área,2020-03-18,9.68
Ceuta,Porcentaje de población que sale del área,2020-03-16,12.32
Melilla,Porcentaje de población que sale del área,2021-12-15,17.48
Melilla,Porcentaje de población que sale del área,2021-12-12,11.22
Melilla,Porcentaje de población que sale del área,2021-08-12,11.45
Melilla,Porcentaje de población que sale del área,2021-01-12,17.73
Melilla,Porcentaje de población que sale del área,2021-11-28,9.42
Melilla,Porcentaje de población que sale del área,2021-11-24,17.11
Melilla,Porcentaje de población que sale del área,2021-11-21,11.02
Melilla,Porcentaje de población que sale del área,2021-11-17,17.96
Melilla,Porcentaje de población que sale del área,2021-11-14,11.71
Melilla,Porcentaje de población que sale del área,2021-10-11,18.12
Melilla,Porcentaje de población que sale del área,2021-07-11,11.61
Melilla,Porcentaje de población que sale del área,2021-03-11,14.16
Melilla,Porcentaje de población que sale del área,2021-10-31,12.17
Melilla,Porcentaje de población que sale del área,2021-10-27,17.28
Melilla,Porcentaje de población que sale del área,2021-10-24,11.64
Melilla,Porcentaje de población que sale del área,2021-10-20,17.66
Melilla,Porcentaje de población que sale del área,2021-10-17,12.01
Melilla,Porcentaje de población que sale del área,2021-10-13,14.52
Melilla,Porcentaje de población que sale del área,2021-10-10,11.02
Melilla,Porcentaje de población que sale del área,2021-06-10,18.04
Melilla,Porcentaje de población que sale del área,2021-03-10,10.36
