Zonas de movilidad	Tipo de dato	Periodo	Total
Pontevedra	Porcentaje de población que sale del área	27/1/2021	19,26
Pontevedra	Porcentaje de población que sale del área	24/1/2021	7,81
Pontevedra	Porcentaje de población que sale del área	20/1/2021	19,51
Pontevedra	Porcentaje de población que sale del área	17/1/2021	8,19
Pontevedra	Porcentaje de población que sale del área	13/1/2021	17,27
Pontevedra	Porcentaje de población que sale del área	10/1/2021	8,47
Pontevedra	Porcentaje de población que sale del área	6/1/2021	9,72
Pontevedra	Porcentaje de población que sale del área	3/1/2021	8,29
Pontevedra	Porcentaje de población que sale del área	30/12/2020	17,16
Pontevedra	Porcentaje de población que sale del área	27/12/2020	9,57
Pontevedra	Porcentaje de población que sale del área	23/12/2020	18,51
Pontevedra	Porcentaje de población que sale del área	20/12/2020	9,87
Pontevedra	Porcentaje de población que sale del área	16/12/2020	18,93
Pontevedra	Porcentaje de población que sale del área	13/12/2020	9,48
Pontevedra	Porcentaje de población que sale del área	9/12/2020	17,98
Pontevedra	Porcentaje de población que sale del área	6/12/2020	9,32
Pontevedra	Porcentaje de población que sale del área	2/12/2020	18,3
Pontevedra	Porcentaje de población que sale del área	29/11/2020	9,11
Pontevedra	Porcentaje de población que sale del área	25/11/2020	18,1
Pontevedra	Porcentaje de población que sale del área	22/11/2020	9,23
Pontevedra	Porcentaje de población que sale del área	18/11/2020	17,95
Pontevedra	Porcentaje de población que sale del área	15/11/2020	7,48
Pontevedra	Porcentaje de población que sale del área	11/11/2020	17,24
Pontevedra	Porcentaje de población que sale del área	8/11/2020	7,48
Pontevedra	Porcentaje de población que sale del área	4/11/2020	21,23
Pontevedra	Porcentaje de población que sale del área	1/11/2020	10,06
Pontevedra	Porcentaje de población que sale del área	28/10/2020	22,87
Pontevedra	Porcentaje de población que sale del área	25/10/2020	12,93
Pontevedra	Porcentaje de población que sale del área	21/10/2020	23,19
Pontevedra	Porcentaje de población que sale del área	18/10/2020	13,83
Pontevedra	Porcentaje de población que sale del área	14/10/2020	23,46
Pontevedra	Porcentaje de población que sale del área	11/10/2020	15,81
Pontevedra	Porcentaje de población que sale del área	7/10/2020	23,74
Pontevedra	Porcentaje de población que sale del área	4/10/2020	13,29
Pontevedra	Porcentaje de población que sale del área	30/9/2020	22,6
Pontevedra	Porcentaje de población que sale del área	27/9/2020	11,63
Pontevedra	Porcentaje de población que sale del área	23/9/2020	23,55
Pontevedra	Porcentaje de población que sale del área	20/9/2020	14,07
Pontevedra	Porcentaje de población que sale del área	16/9/2020	23,31
Pontevedra	Porcentaje de población que sale del área	13/9/2020	16,95
Pontevedra	Porcentaje de población que sale del área	9/9/2020	24,31
Pontevedra	Porcentaje de población que sale del área	6/9/2020	17,52
Pontevedra	Porcentaje de población que sale del área	2/9/2020	22,81
Pontevedra	Porcentaje de población que sale del área	30/8/2020	17,07
Pontevedra	Porcentaje de población que sale del área	26/8/2020	23,34
Pontevedra	Porcentaje de población que sale del área	23/8/2020	14,59
Pontevedra	Porcentaje de población que sale del área	19/8/2020	22,62
Pontevedra	Porcentaje de población que sale del área	16/8/2020	15,81
Pontevedra	Porcentaje de población que sale del área	12/8/2020	22,3
Pontevedra	Porcentaje de población que sale del área	9/8/2020	17,31
Pontevedra	Porcentaje de población que sale del área	5/8/2020	23,45
Pontevedra	Porcentaje de población que sale del área	2/8/2020	17,54
Pontevedra	Porcentaje de población que sale del área	29/7/2020	24,14
Pontevedra	Porcentaje de población que sale del área	26/7/2020	17,47
Pontevedra	Porcentaje de población que sale del área	22/7/2020	24,52
Pontevedra	Porcentaje de población que sale del área	19/7/2020	17,71
Pontevedra	Porcentaje de población que sale del área	15/7/2020	24,8
Pontevedra	Porcentaje de población que sale del área	12/7/2020	18,94
Pontevedra	Porcentaje de población que sale del área	8/7/2020	24,37
Pontevedra	Porcentaje de población que sale del área	5/7/2020	18,4
Pontevedra	Porcentaje de población que sale del área	1/7/2020	23,85
Pontevedra	Porcentaje de población que sale del área	28/6/2020	14,52
Pontevedra	Porcentaje de población que sale del área	24/6/2020	16,02
Pontevedra	Porcentaje de población que sale del área	20/6/2020	18,82
Pontevedra	Porcentaje de población que sale del área	19/6/2020	23,24
Pontevedra	Porcentaje de población que sale del área	18/6/2020	22,83
Pontevedra	Porcentaje de población que sale del área	17/6/2020	22,47
Pontevedra	Porcentaje de población que sale del área	16/6/2020	22,06
Pontevedra	Porcentaje de población que sale del área	15/6/2020	21,27
Pontevedra	Porcentaje de población que sale del área	14/6/2020	13,94
Pontevedra	Porcentaje de población que sale del área	13/6/2020	16,69
Pontevedra	Porcentaje de población que sale del área	12/6/2020	20,67
Pontevedra	Porcentaje de población que sale del área	11/6/2020	21,76
Pontevedra	Porcentaje de población que sale del área	10/6/2020	22,33
Pontevedra	Porcentaje de población que sale del área	9/6/2020	20,3
Pontevedra	Porcentaje de población que sale del área	8/6/2020	20,57
Pontevedra	Porcentaje de población que sale del área	7/6/2020	14,2
Pontevedra	Porcentaje de población que sale del área	6/6/2020	16,88
Pontevedra	Porcentaje de población que sale del área	5/6/2020	21,49
Pontevedra	Porcentaje de población que sale del área	4/6/2020	20,92
Pontevedra	Porcentaje de población que sale del área	3/6/2020	20,89
Pontevedra	Porcentaje de población que sale del área	2/6/2020	20,82
Pontevedra	Porcentaje de población que sale del área	1/6/2020	20,51
Pontevedra	Porcentaje de población que sale del área	31/5/2020	13,34
Pontevedra	Porcentaje de población que sale del área	30/5/2020	16,98
Pontevedra	Porcentaje de población que sale del área	29/5/2020	20,95
Pontevedra	Porcentaje de población que sale del área	28/5/2020	21,01
Pontevedra	Porcentaje de población que sale del área	27/5/2020	20,85
Pontevedra	Porcentaje de población que sale del área	26/5/2020	20,36
Pontevedra	Porcentaje de población que sale del área	25/5/2020	19,65
Pontevedra	Porcentaje de población que sale del área	24/5/2020	12,73
Pontevedra	Porcentaje de población que sale del área	23/5/2020	14,74
Pontevedra	Porcentaje de población que sale del área	22/5/2020	18,75
Pontevedra	Porcentaje de población que sale del área	21/5/2020	18,7
Pontevedra	Porcentaje de población que sale del área	20/5/2020	18,91
Pontevedra	Porcentaje de población que sale del área	19/5/2020	18,66
Pontevedra	Porcentaje de población que sale del área	18/5/2020	18,29
Pontevedra	Porcentaje de población que sale del área	17/5/2020	11,97
Pontevedra	Porcentaje de población que sale del área	16/5/2020	14,16
Pontevedra	Porcentaje de población que sale del área	15/5/2020	17,61
Pontevedra	Porcentaje de población que sale del área	14/5/2020	17,39
Pontevedra	Porcentaje de población que sale del área	13/5/2020	17,89
Pontevedra	Porcentaje de población que sale del área	12/5/2020	17,79
Pontevedra	Porcentaje de población que sale del área	11/5/2020	16,83
Pontevedra	Porcentaje de población que sale del área	10/5/2020	7,61
Pontevedra	Porcentaje de población que sale del área	9/5/2020	8,32
Pontevedra	Porcentaje de población que sale del área	8/5/2020	15,54
Pontevedra	Porcentaje de población que sale del área	7/5/2020	15,16
Pontevedra	Porcentaje de población que sale del área	6/5/2020	15,14
Pontevedra	Porcentaje de población que sale del área	5/5/2020	15,23
Pontevedra	Porcentaje de población que sale del área	4/5/2020	14,85
Pontevedra	Porcentaje de población que sale del área	3/5/2020	8,15
Pontevedra	Porcentaje de población que sale del área	2/5/2020	8,61
Pontevedra	Porcentaje de población que sale del área	1/5/2020	7,63
Pontevedra	Porcentaje de población que sale del área	30/4/2020	13,89
Pontevedra	Porcentaje de población que sale del área	29/4/2020	13,81
Pontevedra	Porcentaje de población que sale del área	28/4/2020	13,73
Pontevedra	Porcentaje de población que sale del área	27/4/2020	12,99
Pontevedra	Porcentaje de población que sale del área	26/4/2020	6,58
Pontevedra	Porcentaje de población que sale del área	25/4/2020	8,85
Pontevedra	Porcentaje de población que sale del área	24/4/2020	13,58
Pontevedra	Porcentaje de población que sale del área	23/4/2020	13,04
Pontevedra	Porcentaje de población que sale del área	22/4/2020	13,34
Pontevedra	Porcentaje de población que sale del área	21/4/2020	13,46
Pontevedra	Porcentaje de población que sale del área	20/4/2020	12,88
Pontevedra	Porcentaje de población que sale del área	19/4/2020	6,76
Pontevedra	Porcentaje de población que sale del área	18/4/2020	8,71
Pontevedra	Porcentaje de población que sale del área	17/4/2020	13,16
Pontevedra	Porcentaje de población que sale del área	16/4/2020	13,42
Pontevedra	Porcentaje de población que sale del área	15/4/2020	13,16
Pontevedra	Porcentaje de población que sale del área	14/4/2020	13,18
Pontevedra	Porcentaje de población que sale del área	13/4/2020	11,85
Pontevedra	Porcentaje de población que sale del área	12/4/2020	6,45
Pontevedra	Porcentaje de población que sale del área	11/4/2020	7,81
Pontevedra	Porcentaje de población que sale del área	10/4/2020	6,47
Pontevedra	Porcentaje de población que sale del área	9/4/2020	7,35
Pontevedra	Porcentaje de población que sale del área	8/4/2020	11,17
Pontevedra	Porcentaje de población que sale del área	7/4/2020	10,95
Pontevedra	Porcentaje de población que sale del área	6/4/2020	10,24
Pontevedra	Porcentaje de población que sale del área	5/4/2020	6,15
Pontevedra	Porcentaje de población que sale del área	4/4/2020	8,05
Pontevedra	Porcentaje de población que sale del área	3/4/2020	11,34
Pontevedra	Porcentaje de población que sale del área	2/4/2020	10,64
Pontevedra	Porcentaje de población que sale del área	1/4/2020	10,47
Pontevedra	Porcentaje de población que sale del área	31/3/2020	10,64
Pontevedra	Porcentaje de población que sale del área	30/3/2020	10,8
Pontevedra	Porcentaje de población que sale del área	28/3/2020	7,82
Pontevedra	Porcentaje de población que sale del área	26/3/2020	13,03
Pontevedra	Porcentaje de población que sale del área	24/3/2020	13,4
Pontevedra	Porcentaje de población que sale del área	22/3/2020	6,64
Pontevedra	Porcentaje de población que sale del área	20/3/2020	13,65
Pontevedra	Porcentaje de población que sale del área	18/3/2020	15,83
Pontevedra	Porcentaje de población que sale del área	16/3/2020	17,06
Pontevedra	Porcentaje de población que sale del área	18/11/2019	26,22
Madrid, Comunidad de	Porcentaje de población que sale del área	15/12/2021	25,07
Madrid, Comunidad de	Porcentaje de población que sale del área	12/12/2021	14,12
Madrid, Comunidad de	Porcentaje de población que sale del área	8/12/2021	12,5
Madrid, Comunidad de	Porcentaje de población que sale del área	1/12/2021	25,68
Madrid, Comunidad de	Porcentaje de población que sale del área	28/11/2021	12,44
Madrid, Comunidad de	Porcentaje de población que sale del área	24/11/2021	24,99
Madrid, Comunidad de	Porcentaje de población que sale del área	21/11/2021	13,78
Madrid, Comunidad de	Porcentaje de población que sale del área	17/11/2021	25,23
Madrid, Comunidad de	Porcentaje de población que sale del área	14/11/2021	14,5
Madrid, Comunidad de	Porcentaje de población que sale del área	10/11/2021	24,34
Madrid, Comunidad de	Porcentaje de población que sale del área	7/11/2021	13,9
Madrid, Comunidad de	Porcentaje de población que sale del área	3/11/2021	17,4
Madrid, Comunidad de	Porcentaje de población que sale del área	31/10/2021	12,95
Madrid, Comunidad de	Porcentaje de población que sale del área	27/10/2021	24,16
Madrid, Comunidad de	Porcentaje de población que sale del área	24/10/2021	14,18
Madrid, Comunidad de	Porcentaje de población que sale del área	20/10/2021	24,36
Madrid, Comunidad de	Porcentaje de población que sale del área	17/10/2021	13,78
Madrid, Comunidad de	Porcentaje de población que sale del área	13/10/2021	18,85
Madrid, Comunidad de	Porcentaje de población que sale del área	10/10/2021	12,49
Madrid, Comunidad de	Porcentaje de población que sale del área	6/10/2021	24,38
Madrid, Comunidad de	Porcentaje de población que sale del área	3/10/2021	11,12
Madrid, Comunidad de	Porcentaje de población que sale del área	29/9/2021	23,98
Madrid, Comunidad de	Porcentaje de población que sale del área	26/9/2021	14,26
Madrid, Comunidad de	Porcentaje de población que sale del área	22/9/2021	22,59
Madrid, Comunidad de	Porcentaje de población que sale del área	19/9/2021	13,77
Madrid, Comunidad de	Porcentaje de población que sale del área	15/9/2021	22,79
Madrid, Comunidad de	Porcentaje de población que sale del área	12/9/2021	13,25
Madrid, Comunidad de	Porcentaje de población que sale del área	8/9/2021	21,75
Madrid, Comunidad de	Porcentaje de población que sale del área	5/9/2021	12,59
Madrid, Comunidad de	Porcentaje de población que sale del área	1/9/2021	20,08
Madrid, Comunidad de	Porcentaje de población que sale del área	29/8/2021	10,54
Madrid, Comunidad de	Porcentaje de población que sale del área	25/8/2021	16,14
Madrid, Comunidad de	Porcentaje de población que sale del área	22/8/2021	9,64
Madrid, Comunidad de	Porcentaje de población que sale del área	18/8/2021	15,01
Madrid, Comunidad de	Porcentaje de población que sale del área	15/8/2021	9,53
Madrid, Comunidad de	Porcentaje de población que sale del área	11/8/2021	15,22
Madrid, Comunidad de	Porcentaje de población que sale del área	8/8/2021	10,02
Madrid, Comunidad de	Porcentaje de población que sale del área	4/8/2021	16,53
Madrid, Comunidad de	Porcentaje de población que sale del área	1/8/2021	11,77
Madrid, Comunidad de	Porcentaje de población que sale del área	28/7/2021	19,44
Madrid, Comunidad de	Porcentaje de población que sale del área	25/7/2021	11,33
Madrid, Comunidad de	Porcentaje de población que sale del área	21/7/2021	20,11
Madrid, Comunidad de	Porcentaje de población que sale del área	18/7/2021	10,94
Madrid, Comunidad de	Porcentaje de población que sale del área	14/7/2021	21,04
Madrid, Comunidad de	Porcentaje de población que sale del área	11/7/2021	12,12
Madrid, Comunidad de	Porcentaje de población que sale del área	7/7/2021	21,55
Madrid, Comunidad de	Porcentaje de población que sale del área	4/7/2021	11,92
Madrid, Comunidad de	Porcentaje de población que sale del área	30/6/2021	23
Madrid, Comunidad de	Porcentaje de población que sale del área	27/6/2021	13,86
Madrid, Comunidad de	Porcentaje de población que sale del área	23/6/2021	15,57
Madrid, Comunidad de	Porcentaje de población que sale del área	20/6/2021	13,24
Madrid, Comunidad de	Porcentaje de población que sale del área	16/6/2021	23,44
Madrid, Comunidad de	Porcentaje de población que sale del área	13/6/2021	14,06
Madrid, Comunidad de	Porcentaje de población que sale del área	9/6/2021	23,69
Madrid, Comunidad de	Porcentaje de población que sale del área	6/6/2021	14,34
Madrid, Comunidad de	Porcentaje de población que sale del área	2/6/2021	23,75
Madrid, Comunidad de	Porcentaje de población que sale del área	30/5/2021	11,79
Madrid, Comunidad de	Porcentaje de población que sale del área	26/5/2021	21,92
Madrid, Comunidad de	Porcentaje de población que sale del área	23/5/2021	10,09
Madrid, Comunidad de	Porcentaje de población que sale del área	19/5/2021	23,85
Madrid, Comunidad de	Porcentaje de población que sale del área	16/5/2021	13,6
Madrid, Comunidad de	Porcentaje de población que sale del área	12/5/2021	21,89
Madrid, Comunidad de	Porcentaje de población que sale del área	9/5/2021	13,39
Madrid, Comunidad de	Porcentaje de población que sale del área	5/5/2021	23,22
Madrid, Comunidad de	Porcentaje de población que sale del área	2/5/2021	9,99
Madrid, Comunidad de	Porcentaje de población que sale del área	28/4/2021	22,88
Madrid, Comunidad de	Porcentaje de población que sale del área	25/4/2021	9,91
Madrid, Comunidad de	Porcentaje de población que sale del área	21/4/2021	23,06
Madrid, Comunidad de	Porcentaje de población que sale del área	18/4/2021	13,59
Madrid, Comunidad de	Porcentaje de población que sale del área	14/4/2021	23,19
Madrid, Comunidad de	Porcentaje de población que sale del área	11/4/2021	12,13
Madrid, Comunidad de	Porcentaje de población que sale del área	7/4/2021	23,28
Madrid, Comunidad de	Porcentaje de población que sale del área	4/4/2021	12,83
Madrid, Comunidad de	Porcentaje de población que sale del área	31/3/2021	19,67
Madrid, Comunidad de	Porcentaje de población que sale del área	28/3/2021	10,29
Madrid, Comunidad de	Porcentaje de población que sale del área	24/3/2021	22,5
Madrid, Comunidad de	Porcentaje de población que sale del área	21/3/2021	12,04
Madrid, Comunidad de	Porcentaje de población que sale del área	17/3/2021	24,59
Madrid, Comunidad de	Porcentaje de población que sale del área	14/3/2021	14,1
Madrid, Comunidad de	Porcentaje de población que sale del área	10/3/2021	22,87
Madrid, Comunidad de	Porcentaje de población que sale del área	7/3/2021	12,52
Madrid, Comunidad de	Porcentaje de población que sale del área	3/3/2021	22,7
Madrid, Comunidad de	Porcentaje de población que sale del área	28/2/2021	13,06
Madrid, Comunidad de	Porcentaje de población que sale del área	24/2/2021	21,91
Madrid, Comunidad de	Porcentaje de población que sale del área	21/2/2021	10,94
Madrid, Comunidad de	Porcentaje de población que sale del área	17/2/2021	21,44
Madrid, Comunidad de	Porcentaje de población que sale del área	14/2/2021	11,69
Madrid, Comunidad de	Porcentaje de población que sale del área	10/2/2021	20,73
Madrid, Comunidad de	Porcentaje de población que sale del área	7/2/2021	10,71
Madrid, Comunidad de	Porcentaje de población que sale del área	3/2/2021	20,87
Madrid, Comunidad de	Porcentaje de población que sale del área	31/1/2021	10,15
Madrid, Comunidad de	Porcentaje de población que sale del área	27/1/2021	20,86
Madrid, Comunidad de	Porcentaje de población que sale del área	24/1/2021	10,24
Madrid, Comunidad de	Porcentaje de población que sale del área	20/1/2021	19,56
Madrid, Comunidad de	Porcentaje de población que sale del área	17/1/2021	9,71
Madrid, Comunidad de	Porcentaje de población que sale del área	13/1/2021	11,46
Madrid, Comunidad de	Porcentaje de población que sale del área	10/1/2021	5,95
Madrid, Comunidad de	Porcentaje de población que sale del área	6/1/2021	10,98
Madrid, Comunidad de	Porcentaje de población que sale del área	3/1/2021	10,93
Madrid, Comunidad de	Porcentaje de población que sale del área	30/12/2020	19,92
Madrid, Comunidad de	Porcentaje de población que sale del área	27/12/2020	12,87
Madrid, Comunidad de	Porcentaje de población que sale del área	23/12/2020	21,91
Madrid, Comunidad de	Porcentaje de población que sale del área	20/12/2020	14,78
Madrid, Comunidad de	Porcentaje de población que sale del área	16/12/2020	23,61
Madrid, Comunidad de	Porcentaje de población que sale del área	13/12/2020	14,84
Madrid, Comunidad de	Porcentaje de población que sale del área	9/12/2020	22,79
Madrid, Comunidad de	Porcentaje de población que sale del área	6/12/2020	14,89
Madrid, Comunidad de	Porcentaje de población que sale del área	2/12/2020	23,96
Madrid, Comunidad de	Porcentaje de población que sale del área	29/11/2020	14,52
Madrid, Comunidad de	Porcentaje de población que sale del área	25/11/2020	23,85
Madrid, Comunidad de	Porcentaje de población que sale del área	22/11/2020	14,74
Madrid, Comunidad de	Porcentaje de población que sale del área	18/11/2020	23,93
Madrid, Comunidad de	Porcentaje de población que sale del área	15/11/2020	13,41
Madrid, Comunidad de	Porcentaje de población que sale del área	11/11/2020	23,42
Madrid, Comunidad de	Porcentaje de población que sale del área	8/11/2020	14
Madrid, Comunidad de	Porcentaje de población que sale del área	4/11/2020	23,03
Madrid, Comunidad de	Porcentaje de población que sale del área	1/11/2020	15,05
Madrid, Comunidad de	Porcentaje de población que sale del área	28/10/2020	23,4
Madrid, Comunidad de	Porcentaje de población que sale del área	25/10/2020	13,88
Madrid, Comunidad de	Porcentaje de población que sale del área	21/10/2020	22,73
Madrid, Comunidad de	Porcentaje de población que sale del área	18/10/2020	12,53
Madrid, Comunidad de	Porcentaje de población que sale del área	14/10/2020	23,2
Madrid, Comunidad de	Porcentaje de población que sale del área	11/10/2020	12,65
Madrid, Comunidad de	Porcentaje de población que sale del área	7/10/2020	23,21
Madrid, Comunidad de	Porcentaje de población que sale del área	4/10/2020	11,2
Madrid, Comunidad de	Porcentaje de población que sale del área	30/9/2020	20,79
Madrid, Comunidad de	Porcentaje de población que sale del área	27/9/2020	10,99
Madrid, Comunidad de	Porcentaje de población que sale del área	23/9/2020	23,17
Madrid, Comunidad de	Porcentaje de población que sale del área	20/9/2020	13,31
Madrid, Comunidad de	Porcentaje de población que sale del área	16/9/2020	23,65
Madrid, Comunidad de	Porcentaje de población que sale del área	13/9/2020	14,04
Madrid, Comunidad de	Porcentaje de población que sale del área	9/9/2020	23,3
Madrid, Comunidad de	Porcentaje de población que sale del área	6/9/2020	13,71
Madrid, Comunidad de	Porcentaje de población que sale del área	2/9/2020	21,25
Madrid, Comunidad de	Porcentaje de población que sale del área	30/8/2020	11,71
Madrid, Comunidad de	Porcentaje de población que sale del área	26/8/2020	17,94
Madrid, Comunidad de	Porcentaje de población que sale del área	23/8/2020	9,19
Madrid, Comunidad de	Porcentaje de población que sale del área	19/8/2020	17,13
Madrid, Comunidad de	Porcentaje de población que sale del área	16/8/2020	10,81
Madrid, Comunidad de	Porcentaje de población que sale del área	12/8/2020	16,79
Madrid, Comunidad de	Porcentaje de población que sale del área	9/8/2020	11,07
Madrid, Comunidad de	Porcentaje de población que sale del área	5/8/2020	18,38
Madrid, Comunidad de	Porcentaje de población que sale del área	2/8/2020	12,13
Madrid, Comunidad de	Porcentaje de población que sale del área	29/7/2020	21,94
Madrid, Comunidad de	Porcentaje de población que sale del área	26/7/2020	13,16
Madrid, Comunidad de	Porcentaje de población que sale del área	22/7/2020	22,31
Madrid, Comunidad de	Porcentaje de población que sale del área	19/7/2020	13,51
Madrid, Comunidad de	Porcentaje de población que sale del área	15/7/2020	23,94
Madrid, Comunidad de	Porcentaje de población que sale del área	12/7/2020	13,88
Madrid, Comunidad de	Porcentaje de población que sale del área	8/7/2020	22,86
Madrid, Comunidad de	Porcentaje de población que sale del área	5/7/2020	14,5
Madrid, Comunidad de	Porcentaje de población que sale del área	1/7/2020	24,11
Madrid, Comunidad de	Porcentaje de población que sale del área	28/6/2020	14,75
Madrid, Comunidad de	Porcentaje de población que sale del área	24/6/2020	23,14
Madrid, Comunidad de	Porcentaje de población que sale del área	20/6/2020	18,8
Madrid, Comunidad de	Porcentaje de población que sale del área	19/6/2020	22,03
Madrid, Comunidad de	Porcentaje de población que sale del área	18/6/2020	22,14
Madrid, Comunidad de	Porcentaje de población que sale del área	17/6/2020	21,83
Madrid, Comunidad de	Porcentaje de población que sale del área	16/6/2020	21,59
Madrid, Comunidad de	Porcentaje de población que sale del área	15/6/2020	20,56
Madrid, Comunidad de	Porcentaje de población que sale del área	14/6/2020	15,53
Madrid, Comunidad de	Porcentaje de población que sale del área	13/6/2020	17,96
Madrid, Comunidad de	Porcentaje de población que sale del área	12/6/2020	19,46
Madrid, Comunidad de	Porcentaje de población que sale del área	11/6/2020	21,26
Madrid, Comunidad de	Porcentaje de población que sale del área	10/6/2020	21,31
Madrid, Comunidad de	Porcentaje de población que sale del área	9/6/2020	18,23
Madrid, Comunidad de	Porcentaje de población que sale del área	8/6/2020	18,59
Madrid, Comunidad de	Porcentaje de población que sale del área	7/6/2020	13,37
Madrid, Comunidad de	Porcentaje de población que sale del área	6/6/2020	16,58
Madrid, Comunidad de	Porcentaje de población que sale del área	5/6/2020	19,75
Madrid, Comunidad de	Porcentaje de población que sale del área	4/6/2020	19,44
Madrid, Comunidad de	Porcentaje de población que sale del área	3/6/2020	19,58
Madrid, Comunidad de	Porcentaje de población que sale del área	2/6/2020	19,2
Madrid, Comunidad de	Porcentaje de población que sale del área	1/6/2020	17,82
Madrid, Comunidad de	Porcentaje de población que sale del área	31/5/2020	12,76
Madrid, Comunidad de	Porcentaje de población que sale del área	30/5/2020	15,68
Madrid, Comunidad de	Porcentaje de población que sale del área	29/5/2020	18,52
Madrid, Comunidad de	Porcentaje de población que sale del área	28/5/2020	18,89
Madrid, Comunidad de	Porcentaje de población que sale del área	27/5/2020	18,63
Madrid, Comunidad de	Porcentaje de población que sale del área	26/5/2020	18,57
Madrid, Comunidad de	Porcentaje de población que sale del área	25/5/2020	17,14
Madrid, Comunidad de	Porcentaje de población que sale del área	24/5/2020	8,43
Madrid, Comunidad de	Porcentaje de población que sale del área	23/5/2020	10,86
Madrid, Comunidad de	Porcentaje de población que sale del área	22/5/2020	15,85
Madrid, Comunidad de	Porcentaje de población que sale del área	21/5/2020	15,92
Madrid, Comunidad de	Porcentaje de población que sale del área	20/5/2020	15,95
Madrid, Comunidad de	Porcentaje de población que sale del área	19/5/2020	15,85
Madrid, Comunidad de	Porcentaje de población que sale del área	18/5/2020	14,78
Madrid, Comunidad de	Porcentaje de población que sale del área	17/5/2020	7,62
Madrid, Comunidad de	Porcentaje de población que sale del área	16/5/2020	9,15
Madrid, Comunidad de	Porcentaje de población que sale del área	15/5/2020	10,64
Madrid, Comunidad de	Porcentaje de población que sale del área	14/5/2020	14,69
Madrid, Comunidad de	Porcentaje de población que sale del área	13/5/2020	14,41
Madrid, Comunidad de	Porcentaje de población que sale del área	12/5/2020	14,73
Madrid, Comunidad de	Porcentaje de población que sale del área	11/5/2020	13,88
Madrid, Comunidad de	Porcentaje de población que sale del área	10/5/2020	7,42
Madrid, Comunidad de	Porcentaje de población que sale del área	9/5/2020	7,9
Madrid, Comunidad de	Porcentaje de población que sale del área	8/5/2020	13,99
Madrid, Comunidad de	Porcentaje de población que sale del área	7/5/2020	13,8
Madrid, Comunidad de	Porcentaje de población que sale del área	6/5/2020	13,74
Madrid, Comunidad de	Porcentaje de población que sale del área	5/5/2020	14,04
Madrid, Comunidad de	Porcentaje de población que sale del área	4/5/2020	13,25
Madrid, Comunidad de	Porcentaje de población que sale del área	3/5/2020	7,84
Madrid, Comunidad de	Porcentaje de población que sale del área	2/5/2020	7,64
Madrid, Comunidad de	Porcentaje de población que sale del área	1/5/2020	7,6
Madrid, Comunidad de	Porcentaje de población que sale del área	30/4/2020	12,24
Madrid, Comunidad de	Porcentaje de población que sale del área	29/4/2020	12,16
Madrid, Comunidad de	Porcentaje de población que sale del área	28/4/2020	11,97
Madrid, Comunidad de	Porcentaje de población que sale del área	27/4/2020	11,18
Madrid, Comunidad de	Porcentaje de población que sale del área	26/4/2020	6,26
Madrid, Comunidad de	Porcentaje de población que sale del área	25/4/2020	7,87
Madrid, Comunidad de	Porcentaje de población que sale del área	24/4/2020	11,43
Madrid, Comunidad de	Porcentaje de población que sale del área	23/4/2020	11,11
Madrid, Comunidad de	Porcentaje de población que sale del área	22/4/2020	11,57
Madrid, Comunidad de	Porcentaje de población que sale del área	21/4/2020	11,16
Madrid, Comunidad de	Porcentaje de población que sale del área	20/4/2020	11,07
Madrid, Comunidad de	Porcentaje de población que sale del área	19/4/2020	6,39
Madrid, Comunidad de	Porcentaje de población que sale del área	18/4/2020	7,91
Madrid, Comunidad de	Porcentaje de población que sale del área	17/4/2020	11,45
Madrid, Comunidad de	Porcentaje de población que sale del área	16/4/2020	12,1
Madrid, Comunidad de	Porcentaje de población que sale del área	15/4/2020	11,14
Madrid, Comunidad de	Porcentaje de población que sale del área	14/4/2020	11,31
Madrid, Comunidad de	Porcentaje de población que sale del área	13/4/2020	10,08
Madrid, Comunidad de	Porcentaje de población que sale del área	12/4/2020	6,05
Madrid, Comunidad de	Porcentaje de población que sale del área	11/4/2020	6,99
Madrid, Comunidad de	Porcentaje de población que sale del área	10/4/2020	6,35
Madrid, Comunidad de	Porcentaje de población que sale del área	9/4/2020	7,19
Madrid, Comunidad de	Porcentaje de población que sale del área	8/4/2020	9,78
Madrid, Comunidad de	Porcentaje de población que sale del área	7/4/2020	9,75
Madrid, Comunidad de	Porcentaje de población que sale del área	6/4/2020	9,03
Madrid, Comunidad de	Porcentaje de población que sale del área	5/4/2020	6,03
Madrid, Comunidad de	Porcentaje de población que sale del área	4/4/2020	7,38
Madrid, Comunidad de	Porcentaje de población que sale del área	3/4/2020	9,87
Madrid, Comunidad de	Porcentaje de población que sale del área	2/4/2020	9,43
Madrid, Comunidad de	Porcentaje de población que sale del área	1/4/2020	9,14
Madrid, Comunidad de	Porcentaje de población que sale del área	31/3/2020	9,45
Madrid, Comunidad de	Porcentaje de población que sale del área	30/3/2020	9,57
Madrid, Comunidad de	Porcentaje de población que sale del área	28/3/2020	8,04
Madrid, Comunidad de	Porcentaje de población que sale del área	26/3/2020	11,41
Madrid, Comunidad de	Porcentaje de población que sale del área	24/3/2020	11,51
Madrid, Comunidad de	Porcentaje de población que sale del área	22/3/2020	6,5
Madrid, Comunidad de	Porcentaje de población que sale del área	20/3/2020	12,29
Madrid, Comunidad de	Porcentaje de población que sale del área	18/3/2020	12,88
Madrid, Comunidad de	Porcentaje de población que sale del área	16/3/2020	13,87
